Shop,Date,KPI,Value,MoM_%,YoY_%
Lowry,2025-08-01,net_revenue,,0.0,25.174641983932933
Lowry,2025-09-01,net_revenue,,0.0,14.15943298558573
Lowry,2025-10-01,net_revenue,,0.0,13.349279459149589
Lowry,2025-11-01,net_revenue,,0.0,0.7325685575250818
Lowry,2025-12-01,net_revenue,,0.0,-10.907395898073336
Lowry,2021-01-01,new_client_retention,,,
Lowry,2021-02-01,new_client_retention,,,
Lowry,2021-03-01,new_client_retention,,,
Lowry,2021-04-01,new_client_retention,,,
Lowry,2021-05-01,new_client_retention,,,
Lowry,2021-06-01,new_client_retention,,,
Lowry,2021-07-01,new_client_retention,,,
Lowry,2021-08-01,new_client_retention,,,
Lowry,2021-09-01,new_client_retention,,,
Lowry,2021-10-01,new_client_retention,,,
Lowry,2021-11-01,new_client_retention,,,
Lowry,2021-12-01,new_client_retention,,,
Lowry,2022-01-01,new_client_retention,,,
Lowry,2022-02-01,new_client_retention,,,
Lowry,2022-03-01,new_client_retention,,,
Lowry,2022-04-01,new_client_retention,,,
Lowry,2022-05-01,new_client_retention,,,
Lowry,2022-06-01,new_client_retention,0.39,,
Lowry,2022-07-01,new_client_retention,0.37,-5.128205128205132,
Lowry,2022-08-01,new_client_retention,0.38,2.7027027027026973,
Lowry,2022-09-01,new_client_retention,0.32,-15.789473684210531,
Lowry,2022-10-01,new_client_retention,0.28,-12.49999999999999,
Lowry,2022-11-01,new_client_retention,0.4257425743,52.05091939285713,
Lowry,2022-12-01,new_client_retention,0.2764227642,-35.07279260137645,
Lowry,2023-01-01,new_client_retention,0.0822,-70.26294117349688,
Lowry,2023-02-01,new_client_retention,0.18,118.97810218978103,
Lowry,2023-03-01,new_client_retention,0.18,0.0,
Lowry,2023-04-01,new_client_retention,0.108,-40.0,
Lowry,2023-05-01,new_client_retention,0.184,70.37037037037037,
Lowry,2023-06-01,new_client_retention,0.152,-17.391304347826086,-61.02564102564103
Lowry,2023-07-01,new_client_retention,0.156,2.6315789473684292,-57.83783783783784
Lowry,2023-08-01,new_client_retention,0.108,-30.76923076923077,-71.57894736842105
Lowry,2023-09-01,new_client_retention,0.1686,56.111111111111114,-47.3125
Lowry,2023-10-01,new_client_retention,0.088,-47.805456702253856,-68.57142857142857
Lowry,2023-11-01,new_client_retention,0.057,-35.22727272727272,-86.61162790831558
Lowry,2023-12-01,new_client_retention,,0.0,-79.37941176264383
Lowry,2024-01-01,new_client_retention,0.1,75.43859649122808,21.654501216545018
Lowry,2024-02-01,new_client_retention,0.15,49.99999999999998,-16.666666666666664
Lowry,2024-03-01,new_client_retention,0.08,-46.666666666666664,-55.55555555555556
Lowry,2024-04-01,new_client_retention,0.11,37.5,1.85185185185186
Lowry,2024-05-01,new_client_retention,0.12,9.090909090909083,-34.78260869565217
Lowry,2024-06-01,new_client_retention,0.11,-8.333333333333325,-27.631578947368418
Lowry,2024-07-01,new_client_retention,0.06,-45.45454545454546,-61.53846153846154
Lowry,2024-08-01,new_client_retention,0.13,116.6666666666667,20.370370370370374
Lowry,2024-09-01,new_client_retention,0.12,-7.692307692307699,-28.825622775800717
Lowry,2024-10-01,new_client_retention,0.31,158.33333333333334,252.27272727272728
Lowry,2024-11-01,new_client_retention,0.08,-74.19354838709677,40.35087719298245
Lowry,2024-12-01,new_client_retention,0.11,37.5,92.98245614035088
Lowry,2025-01-01,new_client_retention,0.06,-45.45454545454546,-40.0
Lowry,2025-02-01,new_client_retention,0.07,16.666666666666675,-53.33333333333332
Lowry,2025-03-01,new_client_retention,0.08,14.28571428571428,0.0
Lowry,2025-04-01,new_client_retention,,0.0,-27.27272727272727
Lowry,2025-05-01,new_client_retention,,0.0,-33.33333333333333
Lowry,2025-06-01,new_client_retention,,0.0,-27.27272727272727
Lowry,2025-07-01,new_client_retention,,0.0,33.33333333333335
Lowry,2025-08-01,new_client_retention,,0.0,-38.46153846153846
Lowry,2025-09-01,new_client_retention,,0.0,-33.33333333333333
Lowry,2025-10-01,new_client_retention,,0.0,-74.19354838709677
Lowry,2025-11-01,new_client_retention,,0.0,0.0
Lowry,2025-12-01,new_client_retention,,0.0,-27.27272727272727
Lowry,2021-01-01,new_clients,,,
Lowry,2021-02-01,new_clients,,,
Lowry,2021-03-01,new_clients,,,
Lowry,2021-04-01,new_clients,,,
Lowry,2021-05-01,new_clients,,,
Lowry,2021-06-01,new_clients,,,
Lowry,2021-07-01,new_clients,,,
Lowry,2021-08-01,new_clients,,,
Lowry,2021-09-01,new_clients,,,
Lowry,2021-10-01,new_clients,,,
Lowry,2021-11-01,new_clients,,,
Lowry,2021-12-01,new_clients,,,
Lowry,2022-01-01,new_clients,,,
Lowry,2022-02-01,new_clients,,,
Lowry,2022-03-01,new_clients,,,
Lowry,2022-04-01,new_clients,,,
Lowry,2022-05-01,new_clients,,,
Lowry,2022-06-01,new_clients,231.0,,
Lowry,2022-07-01,new_clients,242.0,4.761904761904767,
Lowry,2022-08-01,new_clients,217.0,-10.330578512396693,
Lowry,2022-09-01,new_clients,191.0,-11.981566820276502,
Lowry,2022-10-01,new_clients,159.0,-16.753926701570677,
Lowry,2022-11-01,new_clients,101.0,-36.47798742138365,
Lowry,2022-12-01,new_clients,123.0,21.78217821782178,
Lowry,2023-01-01,new_clients,74.0,-39.83739837398373,
Lowry,2023-02-01,new_clients,60.0,-18.918918918918916,
Lowry,2023-03-01,new_clients,76.0,26.66666666666666,
Lowry,2023-04-01,new_clients,99.0,30.263157894736835,
Lowry,2023-05-01,new_clients,167.0,68.68686868686868,
Lowry,2023-06-01,new_clients,167.0,0.0,-27.705627705627712
Lowry,2023-07-01,new_clients,208.0,24.55089820359282,-14.049586776859503
Lowry,2023-08-01,new_clients,173.0,-16.826923076923073,-20.276497695852534
Lowry,2023-09-01,new_clients,150.0,-13.294797687861271,-21.46596858638743
Lowry,2023-10-01,new_clients,122.0,-18.666666666666664,-23.27044025157232
Lowry,2023-11-01,new_clients,145.0,18.852459016393453,43.56435643564356
Lowry,2023-12-01,new_clients,178.0,22.758620689655174,44.715447154471555
Lowry,2024-01-01,new_clients,172.0,-3.3707865168539297,132.43243243243242
Lowry,2024-02-01,new_clients,137.0,-20.348837209302328,128.33333333333331
Lowry,2024-03-01,new_clients,120.0,-12.408759124087588,57.89473684210527
Lowry,2024-04-01,new_clients,124.0,3.3333333333333437,25.25252525252526
Lowry,2024-05-01,new_clients,127.0,2.4193548387096753,-23.952095808383234
Lowry,2024-06-01,new_clients,85.0,-33.07086614173228,-49.101796407185624
Lowry,2024-07-01,new_clients,116.0,36.47058823529412,-44.230769230769226
Lowry,2024-08-01,new_clients,164.0,41.37931034482758,-5.202312138728327
Lowry,2024-09-01,new_clients,143.0,-12.804878048780488,-4.666666666666663
Lowry,2024-10-01,new_clients,142.0,-0.6993006993006978,16.393442622950815
Lowry,2024-11-01,new_clients,162.0,14.084507042253524,11.724137931034484
Lowry,2024-12-01,new_clients,160.0,-1.2345679012345734,-10.1123595505618
Lowry,2025-01-01,new_clients,133.0,-16.874999999999996,-22.67441860465116
Lowry,2025-02-01,new_clients,135.0,1.5037593984962516,-1.4598540145985384
Lowry,2025-03-01,new_clients,162.0,19.999999999999996,35.00000000000001
Lowry,2025-04-01,new_clients,,0.0,30.645161290322577
Lowry,2025-05-01,new_clients,,0.0,27.55905511811023
Lowry,2025-06-01,new_clients,,0.0,90.58823529411764
Lowry,2025-07-01,new_clients,,0.0,39.6551724137931
Lowry,2025-08-01,new_clients,,0.0,-1.2195121951219523
Lowry,2025-09-01,new_clients,,0.0,13.286713286713292
Lowry,2025-10-01,new_clients,,0.0,14.084507042253524
Lowry,2025-11-01,new_clients,,0.0,0.0
Lowry,2025-12-01,new_clients,,0.0,1.2499999999999956
Lowry,2021-01-01,new_members,,,
Lowry,2021-02-01,new_members,,,
Lowry,2021-03-01,new_members,,,
Lowry,2021-04-01,new_members,,,
Lowry,2021-05-01,new_members,,,
Lowry,2021-06-01,new_members,,,
Lowry,2021-07-01,new_members,,,
Lowry,2021-08-01,new_members,,,
Lowry,2021-09-01,new_members,,,
Lowry,2021-10-01,new_members,,,
Lowry,2021-11-01,new_members,,,
Lowry,2021-12-01,new_members,,,
Lowry,2022-01-01,new_members,,,
Lowry,2022-02-01,new_members,,,
Lowry,2022-03-01,new_members,,,
Lowry,2022-04-01,new_members,,,
Lowry,2022-05-01,new_members,,,
Lowry,2022-06-01,new_members,15.0,,
Lowry,2022-07-01,new_members,62.0,313.33333333333337,
Lowry,2022-08-01,new_members,64.0,3.2258064516129004,
Lowry,2022-09-01,new_members,27.0,-57.8125,
Lowry,2022-10-01,new_members,16.0,-40.74074074074075,
Lowry,2022-11-01,new_members,28.0,75.0,
Lowry,2022-12-01,new_members,7.0,-75.0,
Lowry,2023-01-01,new_members,17.0,142.85714285714283,
Lowry,2023-02-01,new_members,11.0,-35.29411764705882,
Lowry,2023-03-01,new_members,24.0,118.18181818181816,
Lowry,2023-04-01,new_members,13.0,-45.833333333333336,
Lowry,2023-05-01,new_members,19.0,46.153846153846146,
Lowry,2023-06-01,new_members,20.0,5.263157894736836,33.33333333333333
Lowry,2023-07-01,new_members,26.0,30.000000000000004,-58.06451612903225
Lowry,2023-08-01,new_members,84.0,223.0769230769231,31.25
Lowry,2023-09-01,new_members,12.0,-85.71428571428572,-55.55555555555556
Lowry,2023-10-01,new_members,15.0,25.0,-6.25
Lowry,2023-11-01,new_members,19.0,26.66666666666666,-32.14285714285714
Lowry,2023-12-01,new_members,14.0,-26.315789473684216,100.0
Lowry,2024-01-01,new_members,36.0,157.14285714285717,111.76470588235294
Lowry,2024-02-01,new_members,24.0,-33.333333333333336,118.18181818181816
Lowry,2024-03-01,new_members,17.0,-29.166666666666664,-29.166666666666664
Lowry,2024-04-01,new_members,20.0,17.647058823529417,53.846153846153854
Lowry,2024-05-01,new_members,25.0,25.0,31.578947368421062
Lowry,2024-06-01,new_members,12.0,-52.0,-40.0
Lowry,2024-07-01,new_members,19.0,58.33333333333333,-26.923076923076927
Lowry,2024-08-01,new_members,86.0,352.6315789473684,2.3809523809523725
Lowry,2024-09-01,new_members,61.0,-29.06976744186046,408.3333333333333
Lowry,2024-10-01,new_members,35.0,-42.622950819672134,133.33333333333334
Lowry,2024-11-01,new_members,35.0,0.0,84.21052631578947
Lowry,2024-12-01,new_members,36.0,2.857142857142847,157.14285714285717
Lowry,2025-01-01,new_members,19.0,-47.22222222222222,-47.22222222222222
Lowry,2025-02-01,new_members,21.0,10.526315789473696,-12.5
Lowry,2025-03-01,new_members,127.0,504.76190476190476,647.0588235294118
Lowry,2025-04-01,new_members,,0.0,535.0
Lowry,2025-05-01,new_members,,0.0,408.0
Lowry,2025-06-01,new_members,,0.0,958.3333333333334
Lowry,2025-07-01,new_members,,0.0,568.421052631579
Lowry,2025-08-01,new_members,,0.0,47.67441860465116
Lowry,2025-09-01,new_members,,0.0,108.1967213114754
Lowry,2025-10-01,new_members,,0.0,262.85714285714283
Lowry,2025-11-01,new_members,,0.0,262.85714285714283
Lowry,2025-12-01,new_members,,0.0,252.77777777777777
Lowry,2021-01-01,non_member_clients,,,
Lowry,2021-02-01,non_member_clients,,,
Lowry,2021-03-01,non_member_clients,,,
Lowry,2021-04-01,non_member_clients,,,
Lowry,2021-05-01,non_member_clients,,,
Lowry,2021-06-01,non_member_clients,,,
Lowry,2021-07-01,non_member_clients,,,
Lowry,2021-08-01,non_member_clients,,,
Lowry,2021-09-01,non_member_clients,,,
Lowry,2021-10-01,non_member_clients,,,
Lowry,2021-11-01,non_member_clients,,,
Lowry,2021-12-01,non_member_clients,,,
Lowry,2022-01-01,non_member_clients,,,
Lowry,2022-02-01,non_member_clients,,,
Lowry,2022-03-01,non_member_clients,,,
Lowry,2022-04-01,non_member_clients,,,
Lowry,2022-05-01,non_member_clients,,,
Lowry,2022-06-01,non_member_clients,141.0,,
Lowry,2022-07-01,non_member_clients,225.0,59.57446808510638,
Lowry,2022-08-01,non_member_clients,268.0,19.1111111111111,
Lowry,2022-09-01,non_member_clients,233.0,-13.059701492537313,
Lowry,2022-10-01,non_member_clients,190.0,-18.454935622317592,
Lowry,2022-11-01,non_member_clients,183.0,-3.68421052631579,
Lowry,2022-12-01,non_member_clients,181.0,-1.0928961748633892,
Lowry,2023-01-01,non_member_clients,174.0,-3.8674033149171283,
Lowry,2023-02-01,non_member_clients,139.0,-20.114942528735636,
Lowry,2023-03-01,non_member_clients,184.0,32.37410071942446,
Lowry,2023-04-01,non_member_clients,205.0,11.413043478260864,
Lowry,2023-05-01,non_member_clients,270.0,31.70731707317074,
Lowry,2023-06-01,non_member_clients,314.0,16.296296296296298,122.6950354609929
Lowry,2023-07-01,non_member_clients,340.0,8.280254777070063,51.11111111111111
Lowry,2023-08-01,non_member_clients,386.0,13.529411764705879,44.029850746268664
Lowry,2023-09-01,non_member_clients,361.0,-6.476683937823835,54.93562231759657
Lowry,2023-10-01,non_member_clients,340.0,-5.8171745152354575,78.94736842105263
Lowry,2023-11-01,non_member_clients,362.0,6.470588235294117,97.81420765027322
Lowry,2023-12-01,non_member_clients,445.0,22.9281767955801,145.8563535911602
Lowry,2024-01-01,non_member_clients,414.0,-6.966292134831464,137.93103448275863
Lowry,2024-02-01,non_member_clients,399.0,-3.6231884057971064,187.0503597122302
Lowry,2024-03-01,non_member_clients,384.0,-3.759398496240607,108.69565217391303
Lowry,2024-04-01,non_member_clients,396.0,3.125,93.17073170731706
Lowry,2024-05-01,non_member_clients,403.0,1.7676767676767735,49.25925925925927
Lowry,2024-06-01,non_member_clients,367.0,-8.933002481389574,16.878980891719753
Lowry,2024-07-01,non_member_clients,322.0,-12.261580381471394,-5.294117647058827
Lowry,2024-08-01,non_member_clients,396.0,22.98136645962734,2.590673575129543
Lowry,2024-09-01,non_member_clients,343.0,-13.383838383838388,-4.986149584487531
Lowry,2024-10-01,non_member_clients,342.0,-0.2915451895043719,0.588235294117645
Lowry,2024-11-01,non_member_clients,358.0,4.678362573099415,-1.104972375690605
Lowry,2024-12-01,non_member_clients,376.0,5.027932960893855,-15.505617977528086
Lowry,2025-01-01,non_member_clients,290.0,-22.872340425531913,-29.951690821256037
Lowry,2025-02-01,non_member_clients,308.0,6.206896551724128,-22.807017543859654
Lowry,2025-03-01,non_member_clients,259.0,-15.909090909090907,-32.552083333333336
Lowry,2025-04-01,non_member_clients,,0.0,-34.59595959595959
Lowry,2025-05-01,non_member_clients,,0.0,-35.732009925558316
Lowry,2025-06-01,non_member_clients,,0.0,-29.427792915531338
Lowry,2025-07-01,non_member_clients,,0.0,-19.565217391304344
Lowry,2025-08-01,non_member_clients,,0.0,-34.59595959595959
Lowry,2025-09-01,non_member_clients,,0.0,-24.489795918367353
Lowry,2025-10-01,non_member_clients,,0.0,-24.269005847953217
Lowry,2025-11-01,non_member_clients,,0.0,-27.6536312849162
Lowry,2025-12-01,non_member_clients,,0.0,-31.117021276595747
Lowry,2021-01-01,revenue_per_appointment,,,
Lowry,2021-02-01,revenue_per_appointment,,,
Lowry,2021-03-01,revenue_per_appointment,,,
Lowry,2021-04-01,revenue_per_appointment,,,
Lowry,2021-05-01,revenue_per_appointment,,,
Lowry,2021-06-01,revenue_per_appointment,,,
Lowry,2021-07-01,revenue_per_appointment,,,
Lowry,2021-08-01,revenue_per_appointment,,,
Lowry,2021-09-01,revenue_per_appointment,,,
Lowry,2021-10-01,revenue_per_appointment,,,
Lowry,2021-11-01,revenue_per_appointment,,,
Lowry,2021-12-01,revenue_per_appointment,,,
Lowry,2022-01-01,revenue_per_appointment,,,
Lowry,2022-02-01,revenue_per_appointment,,,
Lowry,2022-03-01,revenue_per_appointment,,,
Lowry,2022-04-01,revenue_per_appointment,,,
Lowry,2022-05-01,revenue_per_appointment,,,
Lowry,2022-06-01,revenue_per_appointment,,,
Lowry,2022-07-01,revenue_per_appointment,,,
Lowry,2022-08-01,revenue_per_appointment,,,
Lowry,2022-09-01,revenue_per_appointment,,,
Lowry,2022-10-01,revenue_per_appointment,,,
Lowry,2022-11-01,revenue_per_appointment,,,
Lowry,2022-12-01,revenue_per_appointment,,,
Lowry,2023-01-01,revenue_per_appointment,44.0,,
Lowry,2023-02-01,revenue_per_appointment,39.0,-11.363636363636365,
Lowry,2023-03-01,revenue_per_appointment,43.0,10.256410256410264,
Lowry,2023-04-01,revenue_per_appointment,41.0,-4.651162790697672,
Lowry,2023-05-01,revenue_per_appointment,42.0,2.4390243902439046,
Lowry,2023-06-01,revenue_per_appointment,45.0,7.14285714285714,
Lowry,2023-07-01,revenue_per_appointment,46.0,2.2222222222222143,
Lowry,2023-08-01,revenue_per_appointment,42.0,-8.695652173913048,
Lowry,2023-09-01,revenue_per_appointment,50.0,19.047619047619047,
Lowry,2023-10-01,revenue_per_appointment,49.0,-2.0000000000000018,
Lowry,2023-11-01,revenue_per_appointment,49.0,0.0,
Lowry,2023-12-01,revenue_per_appointment,48.0,-2.0408163265306145,
Lowry,2024-01-01,revenue_per_appointment,50.0,4.166666666666674,13.636363636363647
Lowry,2024-02-01,revenue_per_appointment,51.0,2.0000000000000018,30.76923076923077
Lowry,2024-03-01,revenue_per_appointment,53.0,3.9215686274509887,23.25581395348837
Lowry,2024-04-01,revenue_per_appointment,51.0,-3.7735849056603765,24.390243902439025
Lowry,2024-05-01,revenue_per_appointment,50.0,-1.9607843137254943,19.047619047619047
Lowry,2024-06-01,revenue_per_appointment,52.0,4.0000000000000036,15.555555555555545
Lowry,2024-07-01,revenue_per_appointment,49.0,-5.769230769230771,6.521739130434789
Lowry,2024-08-01,revenue_per_appointment,44.0,-10.204081632653061,4.761904761904767
Lowry,2024-09-01,revenue_per_appointment,52.0,18.181818181818187,4.0000000000000036
Lowry,2024-10-01,revenue_per_appointment,49.0,-5.769230769230771,0.0
Lowry,2024-11-01,revenue_per_appointment,52.0,6.1224489795918435,6.1224489795918435
Lowry,2024-12-01,revenue_per_appointment,56.0,7.692307692307687,16.666666666666675
Lowry,2025-01-01,revenue_per_appointment,55.0,-1.7857142857142905,10.000000000000009
Lowry,2025-02-01,revenue_per_appointment,59.0,7.272727272727275,15.686274509803933
Lowry,2025-03-01,revenue_per_appointment,54.0,-8.47457627118644,1.8867924528301883
Lowry,2025-04-01,revenue_per_appointment,,0.0,5.882352941176472
Lowry,2025-05-01,revenue_per_appointment,,0.0,8.000000000000007
Lowry,2025-06-01,revenue_per_appointment,,0.0,3.8461538461538547
Lowry,2025-07-01,revenue_per_appointment,,0.0,10.20408163265305
Lowry,2025-08-01,revenue_per_appointment,,0.0,22.72727272727273
Lowry,2025-09-01,revenue_per_appointment,,0.0,3.8461538461538547
Lowry,2025-10-01,revenue_per_appointment,,0.0,10.20408163265305
Lowry,2025-11-01,revenue_per_appointment,,0.0,3.8461538461538547
Lowry,2025-12-01,revenue_per_appointment,,0.0,-3.57142857142857
Lowry,2021-01-01,total_appointments,,,
Lowry,2021-02-01,total_appointments,,,
Lowry,2021-03-01,total_appointments,,,
Lowry,2021-04-01,total_appointments,,,
Lowry,2021-05-01,total_appointments,,,
Lowry,2021-06-01,total_appointments,,,
Lowry,2021-07-01,total_appointments,,,
Lowry,2021-08-01,total_appointments,,,
Lowry,2021-09-01,total_appointments,,,
Lowry,2021-10-01,total_appointments,,,
Lowry,2021-11-01,total_appointments,,,
Lowry,2021-12-01,total_appointments,,,
Lowry,2022-01-01,total_appointments,,,
Lowry,2022-02-01,total_appointments,,,
Lowry,2022-03-01,total_appointments,,,
Lowry,2022-04-01,total_appointments,,,
Lowry,2022-05-01,total_appointments,,,
Lowry,2022-06-01,total_appointments,429.0,,
Lowry,2022-07-01,total_appointments,592.0,37.995337995337984,
Lowry,2022-08-01,total_appointments,659.0,11.317567567567565,
Lowry,2022-09-01,total_appointments,663.0,0.6069802731411222,
Lowry,2022-10-01,total_appointments,576.0,-13.122171945701355,
Lowry,2022-11-01,total_appointments,493.0,-14.409722222222221,
Lowry,2022-12-01,total_appointments,573.0,16.227180527383368,
Lowry,2023-01-01,total_appointments,482.0,-15.881326352530545,
Lowry,2023-02-01,total_appointments,356.0,-26.14107883817427,
Lowry,2023-03-01,total_appointments,427.0,19.9438202247191,
Lowry,2023-04-01,total_appointments,481.0,12.646370023419195,
Lowry,2023-05-01,total_appointments,714.0,48.440748440748436,
Lowry,2023-06-01,total_appointments,802.0,12.324929971988796,86.94638694638695
Lowry,2023-07-01,total_appointments,829.0,3.366583541147139,40.0337837837838
Lowry,2023-08-01,total_appointments,909.0,9.65018094089265,37.93626707132019
Lowry,2023-09-01,total_appointments,877.0,-3.5203520352035222,32.27752639517345
Lowry,2023-10-01,total_appointments,857.0,-2.2805017103762815,48.78472222222223
Lowry,2023-11-01,total_appointments,908.0,5.950991831971986,84.17849898580121
Lowry,2023-12-01,total_appointments,1065.0,17.29074889867841,85.86387434554975
Lowry,2024-01-01,total_appointments,1008.0,-5.3521126760563416,109.1286307053942
Lowry,2024-02-01,total_appointments,962.0,-4.563492063492058,170.2247191011236
Lowry,2024-03-01,total_appointments,912.0,-5.197505197505192,113.58313817330212
Lowry,2024-04-01,total_appointments,942.0,3.289473684210531,95.84199584199584
Lowry,2024-05-01,total_appointments,992.0,5.307855626326963,38.93557422969187
Lowry,2024-06-01,total_appointments,834.0,-15.927419354838712,3.990024937655856
Lowry,2024-07-01,total_appointments,871.0,4.436450839328532,5.06634499396863
Lowry,2024-08-01,total_appointments,1048.0,20.32146957520091,15.291529152915295
Lowry,2024-09-01,total_appointments,965.0,-7.919847328244279,10.034207525655647
Lowry,2024-10-01,total_appointments,1031.0,6.8393782383419754,20.30338389731623
Lowry,2024-11-01,total_appointments,1088.0,5.528612997090199,19.823788546255507
Lowry,2024-12-01,total_appointments,1143.0,5.055147058823528,7.323943661971821
Lowry,2025-01-01,total_appointments,1026.0,-10.236220472440948,1.7857142857142794
Lowry,2025-02-01,total_appointments,1015.0,-1.0721247563352798,5.509355509355518
Lowry,2025-03-01,total_appointments,1056.0,4.039408866995076,15.789473684210531
Lowry,2025-04-01,total_appointments,,0.0,12.101910828025474
Lowry,2025-05-01,total_appointments,,0.0,6.451612903225801
Lowry,2025-06-01,total_appointments,,0.0,26.618705035971214
Lowry,2025-07-01,total_appointments,,0.0,21.239954075774968
Lowry,2025-08-01,total_appointments,,0.0,0.7633587786259444
Lowry,2025-09-01,total_appointments,,0.0,9.430051813471497
Lowry,2025-10-01,total_appointments,,0.0,2.424830261881672
Lowry,2025-11-01,total_appointments,,0.0,-2.941176470588236
Lowry,2025-12-01,total_appointments,,0.0,-7.6115485564304475
Lowry,2021-01-01,total_clients,,,
Lowry,2021-02-01,total_clients,,,
Lowry,2021-03-01,total_clients,,,
Lowry,2021-04-01,total_clients,,,
Lowry,2021-05-01,total_clients,,,
Lowry,2021-06-01,total_clients,,,
Lowry,2021-07-01,total_clients,,,
Lowry,2021-08-01,total_clients,,,
Lowry,2021-09-01,total_clients,,,
Lowry,2021-10-01,total_clients,,,
Lowry,2021-11-01,total_clients,,,
Lowry,2021-12-01,total_clients,,,
Lowry,2022-01-01,total_clients,,,
Lowry,2022-02-01,total_clients,,,
Lowry,2022-03-01,total_clients,,,
Lowry,2022-04-01,total_clients,,,
Lowry,2022-05-01,total_clients,,,
Lowry,2022-06-01,total_clients,416.0,,
Lowry,2022-07-01,total_clients,553.0,32.932692307692314,
Lowry,2022-08-01,total_clients,626.0,13.200723327305596,
Lowry,2022-09-01,total_clients,600.0,-4.153354632587858,
Lowry,2022-10-01,total_clients,519.0,-13.5,
Lowry,2022-11-01,total_clients,443.0,-14.64354527938343,
Lowry,2022-12-01,total_clients,509.0,14.89841986455982,
Lowry,2023-01-01,total_clients,442.0,-13.163064833005889,
Lowry,2023-02-01,total_clients,330.0,-25.339366515837103,
Lowry,2023-03-01,total_clients,389.0,17.878787878787872,
Lowry,2023-04-01,total_clients,435.0,11.825192802056561,
Lowry,2023-05-01,total_clients,620.0,42.52873563218391,
Lowry,2023-06-01,total_clients,686.0,10.64516129032258,64.90384615384615
Lowry,2023-07-01,total_clients,717.0,4.518950437317781,29.65641952983724
Lowry,2023-08-01,total_clients,761.0,6.136680613668055,21.56549520766773
Lowry,2023-09-01,total_clients,763.0,0.26281208935610145,27.16666666666667
Lowry,2023-10-01,total_clients,723.0,-5.242463958060284,39.30635838150289
Lowry,2023-11-01,total_clients,785.0,8.575380359612716,77.20090293453725
Lowry,2023-12-01,total_clients,901.0,14.777070063694264,77.01375245579567
Lowry,2024-01-01,total_clients,897.0,-0.4439511653718142,102.94117647058823
Lowry,2024-02-01,total_clients,847.0,-5.574136008918618,156.66666666666669
Lowry,2024-03-01,total_clients,818.0,-3.423848878394331,110.28277634961441
Lowry,2024-04-01,total_clients,839.0,2.5672371638141733,92.8735632183908
Lowry,2024-05-01,total_clients,856.0,2.0262216924910703,38.064516129032256
Lowry,2024-06-01,total_clients,743.0,-13.200934579439249,8.309037900874628
Lowry,2024-07-01,total_clients,754.0,1.4804845222072593,5.160390516039048
Lowry,2024-08-01,total_clients,916.0,21.485411140583555,20.36793692509855
Lowry,2024-09-01,total_clients,859.0,-6.222707423580786,12.581913499344699
Lowry,2024-10-01,total_clients,907.0,5.587892898719438,25.44951590594744
Lowry,2024-11-01,total_clients,951.0,4.851157662624028,21.146496815286618
Lowry,2024-12-01,total_clients,983.0,3.3648790746582558,9.100998890122082
Lowry,2025-01-01,total_clients,870.0,-11.495422177009152,-3.0100334448160515
Lowry,2025-02-01,total_clients,882.0,1.379310344827589,4.132231404958686
Lowry,2025-03-01,total_clients,910.0,3.1746031746031855,11.24694376528117
Lowry,2025-04-01,total_clients,,0.0,8.462455303933258
Lowry,2025-05-01,total_clients,,0.0,6.308411214953269
Lowry,2025-06-01,total_clients,,0.0,22.476446837146714
Lowry,2025-07-01,total_clients,,0.0,20.68965517241379
Lowry,2025-08-01,total_clients,,0.0,-0.6550218340611313
Lowry,2025-09-01,total_clients,,0.0,5.937136204889404
Lowry,2025-10-01,total_clients,,0.0,0.330760749724357
Lowry,2025-11-01,total_clients,,0.0,-4.311251314405884
Lowry,2025-12-01,total_clients,,0.0,-7.4262461851475114
Navy Yard,2021-01-01,appointments_per_hour,,,
Navy Yard,2021-02-01,appointments_per_hour,0.7082405345,,
Navy Yard,2021-03-01,appointments_per_hour,0.7945130316,12.181242515426781,
Navy Yard,2021-04-01,appointments_per_hour,1.085107704,36.5751927082677,
Navy Yard,2021-05-01,appointments_per_hour,1.202461538,10.814948006304093,
Navy Yard,2021-06-01,appointments_per_hour,1.327374302,10.388088105317838,
Navy Yard,2021-07-01,appointments_per_hour,1.355696935,2.133733714546482,
Navy Yard,2021-08-01,appointments_per_hour,1.411150962,4.090444226017209,
Navy Yard,2021-09-01,appointments_per_hour,1.19,-15.671672836942019,
Navy Yard,2021-10-01,appointments_per_hour,1.17,-1.6806722689075682,
Navy Yard,2021-11-01,appointments_per_hour,1.25,6.8376068376068355,
Navy Yard,2021-12-01,appointments_per_hour,1.17,-6.400000000000006,
Navy Yard,2022-01-01,appointments_per_hour,1.1,-5.982905982905972,
Navy Yard,2022-02-01,appointments_per_hour,1.11,0.9090909090909038,56.72641509902172
Navy Yard,2022-03-01,appointments_per_hour,1.11,0.0,39.708218223264204
Navy Yard,2022-04-01,appointments_per_hour,1.1,-0.9009009009009028,1.3724256076243169
Navy Yard,2022-05-01,appointments_per_hour,1.28,16.36363636363636,6.448311197459677
Navy Yard,2022-06-01,appointments_per_hour,1.42,10.9375,6.978114452000295
Navy Yard,2022-07-01,appointments_per_hour,1.54,8.450704225352123,13.594709867806841
Navy Yard,2022-08-01,appointments_per_hour,1.42,-7.792207792207795,0.6270794718843176
Navy Yard,2022-09-01,appointments_per_hour,1.41,-0.7042253521126751,18.487394957983195
